Running Model: FullBCModel(
  (glycinergic_amacrine_cells): AmacrineCellFeedback()
  (gabaergic_amacrine_cells): AmacrineCellFeedback()
)
lr=0.05152182329598098, max_steps=1000, time_reg_weight=0.02049110734470197, sparsity_reg_weight=3.8927961677499236e-07, scale_mean_weight=2.5717471827325356, scale_std_weight=0.6809779474260329
Init Params:

Step 5 (86.97s), Loss: Local=0.2580341577529907, Global=0.24764224290847778, Speed_reg=9.59e-04, Sparsity_reg=1.18e-04, Scaling_mean_reg=1.18e-04, Scaling_std_reg=1.18e-04, Total=8.68e-01
 1.42938178e-02 1.02122575e-02 6.09900802e-02 1.76531263e-03
 3.10999639e-02 3.84103432e-02 1.31357014e-01 1.99818015e-02
 1.21761104e-02 9.93029177e-02 1.47157490e-01 5.90180084e-02
 5.09826243e-02 3.13728489e-02 9.18301404e-01 2.27856021e-02]
after=[7.17490539e-02 1.08654657e-02 6.65864116e-03 1.18659595e-02
 1.71917304e-02 3.39376852e-02 7.70744234e-02 1.27123848e-01
 1.92215890e-02 5.37192784e-02 2.40941972e-01 2.10618824e-01
 1.52453780e-01 1.27472088e-01 1.52425440e-02 1.55658869e-03
 1.60483806e-03 3.20420228e-02 6.27749190e-02 3.25948179e-01
 5.62118180e-02 5.36427423e-02 1.06325354e-02 5.01751490e-02
 2.43228465e-01 1.27800810e+00 3.57108004e-02 1.39967427e-01
 8.37974191e-01 3.71639937e-01 2.16514349e-01 1.30772945e-02
 8.46160221e+00 1.08965032e-03 9.04780871e-04 4.58989642e-04
 1.76969019e-03 2.68542644e-04 1.34609616e-03 4.09666332e-04
 2.68057513e-04 1.83674577e-03 1.38127893e-01 4.26677093e-02
 1.26355896e+01 9.33319688e-01 6.99671030e+00 6.45525986e-03
 5.55228442e-03 7.55081419e-04 1.00958896e-04 7.03467056e-03
 5.44919223e-02 5.30284829e-02 7.46624470e-02 7.52741890e-03
 1.30654827e-01 9.16972663e-03 3.05231952e-04 2.15821760e-03
 1.31721329e-03 3.07457685e-01 3.03945303e-01 7.80429738e-03
 2.40606023e-03 2.00287133e-01 2.41806097e-02 9.84488204e-02
 1.15853996e+01 4.26556468e-02 8.37401673e-02 1.04124796e+00
 2.34583035e-01 1.04571596e-01 5.54222488e+00 2.71320390e-03
 2.67013372e-03 1.29880791e-03 3.36159673e-03 2.22326163e-03
 2.98279012e-03 2.19156593e-03 1.72069506e-03 2.51477398e-03
 2.25119174e-01 6.55670762e-02 8.55720544e-04 2.20875852e-02
 1.26223195e+00 4.96339053e-02 1.27816185e-01 4.17824499e-02
 3.69771346e-02 3.25237960e-01 4.53221947e-02 5.24614751e-02
 7.85157859e-01 4.11402732e-02 1.46746612e-03 2.37228218e-02
 1.09562734e-02 5.79898944e-04 2.91105002e-01 6.31366313e-01
 3.87479621e-03 8.87884423e-02 5.95252356e-03 2.98472238e-03
 2.04453397e+00 1.40939967e-03 1.56195176e+00 1.09690368e-01
 3.35427523e-02 6.74609959e-01 1.14254661e-04 3.26605891e-06
 2.01676648e-05 1.02085662e+00 3.47802192e-02 1.33588002e-03
 9.62834549e+00 1.68642204e-03 1.49065912e-01 1.34403005e-01
 6.49274560e-03 7.63771962e-03 2.05485150e-02 2.79560871e-03
 1.74882673e-02 2.64133401e-02 1.18652493e-01 6.58646505e-03
 2.90323421e-03 5.32450788e-02 1.42849490e-01 2.76732426e-02
 1.91857163e-02 1.20425094e-02 1.38253403e+00 1.69369765e-02]

glycinergic_amacrine_cells.ac_tau_rise before=[0.08422489 0.04213196 0.13691951 0.00178826 0.04438388 1.5112455
 0.06644009 0.00796761 0.01968007 0.04433206]
after=[9.2038937e-02 5.4517444e-02 1.7931958e-01 1.7461244e-03 4.4167407e-02
 1.9611789e+00 4.1995283e-02 4.3346211e-03 1.2695193e-02 4.6401606e-03]

glycinergic_amacrine_cells.ac_tau_decay before=[0.06470642 0.13878857 0.02860072 0.00202681 0.02597379 0.63112503
 0.03770158 0.01232813 0.00984975 0.4243709 ]
after=[0.06966593 0.1939783  0.02725144 0.00173546 0.02685159 0.73687875
 0.03112966 0.00786079 0.01133194 0.51190656]

glycinergic_amacrine_cells.ac_sigmoid_slope before=[ 0.37299353  4.2793484   4.0175824   2.8530366   4.3412833   6.057741
  2.0404818   6.9637837   2.7001128  19.631172  ]
after=[0.515121  3.6677113 6.5363574 3.8281255 4.124013  3.408798  4.164852
 5.6241236 3.2124841 6.3282547]

glycinergic_amacrine_cells.ac_sigmoid_offset before=[0.40440217 1.751905   0.8769136  1.2052493  1.3214716  2.1832404
 1.243494   1.6993228  1.3876983  2.2548084 ]
after=[0.5722637  1.8389624  0.69665116 0.8424617  1.3204085  1.7438737
 1.1359785  2.0079572  1.2033746  2.218577  ]

gabaergic_amacrine_cells.bc_ac_weight before=[4.78637442e-02 3.18459868e-02 5.95505595e-01 4.87949848e-02
 2.49724209e-01 1.28948307e-02 1.94126070e-02 2.06550378e-02
 1.46994889e-02 5.25269061e-02 2.79497430e-02 1.91195179e-02
 4.82364036e-02 2.32521258e-02 2.74055451e-02 2.82391720e-02
 1.02413418e-02 1.61753297e-02 2.27717478e-02 1.79066852e-01
 1.35811970e-01 1.48851246e-01 2.75308397e-02 1.33162946e-01
 7.66253099e-02 6.68737030e+00 1.33607760e-01 3.03307846e-02
 1.01598918e-01 7.12532401e-02 7.97410160e-02 3.40871716e+00
 1.12212062e-01 2.51979567e-02 2.26916447e-02 2.33763363e-02
 1.62372515e-02 2.62979530e-02 2.36236323e-02 2.43798494e-02
 1.09134682e-01 1.90587789e-02 4.46703248e-02 5.22233546e-02
 2.63921320e-02 3.08383405e-02 7.50872418e-02 7.68435299e-02
 6.41310960e-02 2.44529303e-02 5.81467561e-02 1.86085254e-01
 7.82920346e-02 4.91844304e-02 9.83937681e-02 3.85724269e-02
 3.11207846e-02 2.36224718e-02 1.72104597e-01 1.05829783e-01
 6.87642768e-02 1.41979223e-02 2.00373664e-01 1.18624177e-02
 1.36141172e-02 4.14831460e-01 1.10020302e-01 1.87407315e+00
 2.88386941e+00 3.92061137e-02 3.31379510e-02 4.02695723e-02
 3.91637273e-02 3.22412290e-02 7.70724937e-03 2.89171021e-02
 9.50541571e-02 1.90691557e-02 1.29276207e-02 3.77859510e-02
 5.77608871e+00 1.94840476e-01 1.08857214e+00 5.75188920e-02
 3.76781896e-02 4.07181419e-02 5.72766969e-03 2.96710804e-03
 2.76742177e-03 2.20444822e+00 9.45102155e-01 2.24926412e-01
 2.59386003e-01 3.83433029e-02 2.78775185e-01 5.81167316e+00
 2.01675907e-01 8.06065500e-02 2.79802326e-02 3.32124904e-02
 1.06658768e-02 5.54868486e-03 1.45296687e-02 2.35792231e-02
 5.46339937e-02 2.06678156e-02 1.60192356e-01 3.64501029e-02
 4.53330688e-02 6.27705008e-02 1.42031565e-01 7.71154314e-02
 8.34294707e-02 9.14118439e-02 1.33735361e-02 4.90225181e-02
 4.44718115e-02 2.35669482e-02 3.95332091e-02 1.46665750e-02
 1.22779766e-02 4.82082367e-02 8.12044814e-02 4.79404889e-02
 1.32836938e-01 4.61504720e-02 1.31151125e-01 9.49245989e-02
 6.71834850e+00 2.25884914e-01 5.74263275e-01 2.24848762e-02
 9.16905329e-03 3.01801022e-02 6.99317753e-02 1.62718818e-02
 2.11089235e-02 2.62688454e-02 7.04878010e-03 1.79602783e-02
 4.49246973e-01 1.99941859e-01 1.80014706e+00 3.11094135e-01
 7.23147690e-02 9.69975721e-03 3.02552502e-03 4.28089872e-03
 2.15707044e-03 4.79325233e-03 4.62536188e-03 4.96457517e-03
 4.48917877e-03 3.27982567e-03 1.23028666e-01 7.26500079e-02
 1.31415710e-01 2.92312503e-02 4.96445954e-01 1.60329845e-02
 1.55415386e-02 8.68753251e-03 1.25632267e-02 1.01655154e-02
 1.43918991e-02 9.06112883e-03 5.98958042e-03 1.12644127e-02
 3.40639018e-02 3.25562842e-02 9.18941107e-03 1.05496412e-02
 3.04021332e-02 1.25485342e-02 3.24438214e-02 2.28792652e-02
 1.53088067e-02 9.29874003e-01 4.24708836e-02 9.80032310e-02
 4.38600153e-01 1.55359963e-02 1.18413888e-01 1.03392266e-01
 1.04446197e+00 2.27534696e-02 6.59209937e-02 2.70043258e-02
 1.85971279e-02 9.51433275e-03 1.22318938e-02 2.01565009e-02
 2.48354021e-02 2.28882842e-02 1.73794497e-02 1.82278678e-02
 4.30854112e-02 3.11755966e-02 8.11455864e-03 8.91937092e-02
 8.90593883e-03 1.44786965e-02 4.89403047e-02 6.23093452e-03
 6.90563768e-03 1.17200918e-01 6.43754840e-01 7.41702735e-01
 2.31621099e+00 4.71422933e-02 3.83710414e-02 2.95227058e-02
 4.79350500e-02 1.75595190e-02 1.32020265e-02 3.25362245e-03
 1.90457366e-02 4.53751301e-03 3.61109409e-03 4.91413307e+00
 1.22575939e-01 4.90375422e-02 2.46051937e-01 8.01277347e-03
 4.73676547e-02 2.70301867e-02 7.50700161e-02 3.07481837e+00
 4.81092006e-01 8.68075415e-02 6.88811094e-02 2.97592785e-02
 6.28368184e-02 4.80942838e-02 5.34894131e-02 5.78556918e-02
 4.04734910e-02 3.81998196e-02 4.28588055e-02 4.06922586e-02
 1.66816618e-02 6.60776049e-02 1.49038639e-02 1.70574367e-01
 2.00971380e-01 3.58018801e-02 4.84837562e-01 7.71395937e-02
 1.76507568e+00 1.85196370e-01 5.17272651e-01 5.12122154e-01
 8.79664347e-02 1.20172039e-01 5.66633403e-01 7.86659867e-03
 2.47672722e-02 1.12046972e-02 2.44551692e-02 1.64839569e-02
 7.84585625e-03 2.42732354e-02 1.84706300e-02 1.05559165e-02
 9.04538017e-03 1.06012290e-02 5.62267378e-02 4.40621674e-02
 2.57858001e-02 7.64515297e-03 1.11149205e-02 9.21036676e-03
 2.79696416e-02 7.51621788e-03 6.86303806e-03 2.25103974e+00
 3.66653912e-02 1.73553512e-01 2.59325534e-01 6.67742267e-03
 3.93761657e-02 2.31857616e-02 1.15564819e-02 2.11854298e-02
 2.21232753e-02 1.69678718e-01 2.63659269e-01 5.55207193e-01
 2.81453192e-01 1.47968054e-01 7.37090826e-01 4.38514590e-01
 2.90736914e-01 8.13461900e-01 2.18136758e-02 6.82734102e-02
 2.11055223e-02 3.80656449e-03 8.98836367e-03 1.39076614e+01
 1.28631577e-01 4.38320071e-01 5.08987345e-02 6.37549534e-02
 6.78239763e-02 5.08229971e-01 2.45462433e-01 6.48463815e-02
 2.01707482e-01 7.26122782e-02 6.70178890e-01 6.65917337e-01
 5.69530204e-02 8.16897675e-03 9.81370173e-03 1.35130538e-02
 8.33848398e-03 3.63958627e-02 2.34562159e-02 1.55059407e-02
 1.13640092e-02 1.48766134e-02 3.43845747e-02 5.41134514e-02
 4.80697397e-03 5.25276698e-02 9.59206000e-03 6.33236289e-01
 5.68272591e-01 1.42574638e-01 3.01208735e-01 1.57849073e-01
 5.86549342e-01 4.52965081e-01 5.04605591e-01 1.50199819e+00
 3.71213369e-02 4.08500731e-02 3.25857624e-02 1.95052885e-02
 4.60001938e-02 1.10288234e-02 1.49043044e-02 1.49951437e-02
 1.18298195e-02 2.50098053e-02 2.03777831e-02 1.80753954e-02
 3.10756229e-02 1.23619661e-02 1.29493430e-01 2.70253159e-02
 9.38789248e-02 1.54851764e-01 4.83771116e-02 1.26748150e-02
 1.79744661e-02 1.96748916e-02 4.83274693e-03 3.04873195e-02
 2.80461591e-02 1.87277999e-02 4.60402407e-02 2.98647713e-02
 8.31676796e-02 9.72295702e-02 2.37555634e-02 7.05236197e-01
 7.87074864e-02 2.33746804e-02 1.89008750e-02 3.20445076e-02
 2.41464004e-02 2.66718715e-02 3.08192391e-02 3.02483495e-02
 4.62934375e-02 2.70398296e-02 4.86756414e-02 4.88418303e-02
 1.37352888e-02 7.35204592e-02 2.39255447e-02 1.16855413e-01
 4.24018025e-01 1.18995287e-01 8.99754539e-02 3.95059586e-01
 6.30046606e-01 6.14928007e-01 5.90873241e-01 5.16873002e-01
 3.38992625e-02 4.05770801e-02 1.02740098e-02 4.48355265e-02
 2.00356748e-02 1.57503277e-01 1.76973924e-01 1.20563045e-01
 5.01207113e-02 1.66098225e+00 4.06253904e-01 3.71856868e-01
 2.34777987e-01 2.15428755e-01 1.55946255e-01 1.10188805e-01
 2.48425031e+00 1.84003972e-02 2.12584987e-01 1.79275498e-02
 2.22385656e-02 1.66906435e-02 5.32806851e-03 2.21877564e-02
 4.72230949e-02 5.77399805e-02 3.70939434e-01 1.01224948e-02
 5.58630884e-01 1.06167421e-01 1.02927577e+00 4.07077849e-01
 2.00818032e-01 1.16783520e-02 5.28734876e-03 3.28770187e-03
 3.50068347e-03 9.97890718e-03 6.61190040e-03 9.12619289e-03
 3.66755296e-03 4.92716441e-03 3.63316052e-02 2.52550952e-02
 1.27217054e-01 7.60739326e-01 8.41259122e-01 6.72541857e-02
 3.23171169e-02 4.13268805e-02 1.54707721e-02 2.19200030e-02
 2.95897964e-02 6.68226928e-02 5.24902642e-02 6.71477541e-02
 3.17962803e-02 2.45923325e-02 1.14892013e-02 1.66353825e-02
 1.24528229e-01 2.69008223e-02 2.85461098e-02 3.82010378e-02
 7.26950020e-02 3.62225138e-02 3.27399112e-02 3.25346105e-02
 4.13157307e-02 5.61884902e-02 1.64109170e-01 1.38675064e-01
 1.20059401e-02 1.34778515e-01 8.29212368e-02 2.20156666e-02
 1.58404298e-02 1.43150035e-02 1.17240483e-02 2.84756478e-02
 2.54330747e-02 2.16177776e-02 3.74137573e-02 1.35076102e-02
 4.41169664e-02 2.05106400e-02 3.11620665e+00 6.49786472e-01
 1.31315766e-02 2.06868038e-01 5.12633510e-02 3.81357260e-02
 4.47600754e-03 4.01578844e-02 2.89519262e-02 7.37523735e-02
 2.99508646e-02 1.73562020e-02]
after=[3.96746723e-03 2.10222173e-02 2.67013520e-01 3.14668752e-02
 1.31191567e-01 9.72139463e-03 1.32275335e-02 1.37256179e-02
 1.01794899e-02 3.55120823e-02 1.79366898e-02 1.32468296e-02
 3.32756825e-02 1.50121208e-02 1.90273188e-02 2.33555064e-02
 1.46909605e-03 6.20211009e-03 1.68472938e-02 4.44404781e-02
 1.04546942e-01 1.91316649e-01 1.06743537e-02 1.44697905e+00
 4.48150821e-02 6.54537106e+00 7.99989477e-02 5.87585755e-03
 3.59232770e-03 9.10642277e-03 5.50807547e-03 7.22932529e+00
 2.81162579e-02 1.76302381e-02 4.01910357e-02 1.39404228e-02
 1.54616125e-02 2.76332855e-01 3.27015370e-02 4.15657580e-01
 4.46226954e-01 1.98899269e-01 1.18550979e-01 3.42079848e-01
 4.23787199e-02 3.78293209e-02 8.11542571e-02 1.35903778e-02
 1.23439236e-02 4.54322435e-03 3.94456424e-02 5.90494931e-01
 4.12777029e-02 3.73706892e-02 2.41368696e-01 9.85650439e-03
 1.15053300e-02 6.51433393e-02 2.56281406e-01 9.83060449e-02
 1.16233721e-01 1.23180468e-02 1.57852158e-01 1.02400715e-02
 1.07202670e-02 1.97135463e-01 9.67465639e-02 1.24289608e+00
 2.67799115e+00 5.34697250e-02 1.22340703e-02 8.85223690e-03
 8.06237534e-02 5.28959483e-02 1.33304400e-02 3.53796557e-02
 6.08777665e-02 1.00532556e-02 1.22935893e-02 2.31242683e-02
 5.46043730e+00 1.25922188e-01 7.81622946e-01 3.98594923e-02
 1.81437004e-02 3.08401939e-02 4.77810437e-03 2.35401606e-03
 2.70274212e-03 1.55629814e+00 1.03992188e+00 1.57713547e-01
 2.65155286e-01 8.69049355e-02 3.20192099e-01 6.98919392e+00
 2.10743427e-01 5.18903509e-02 5.38267521e-03 3.06669921e-02
 4.68347594e-03 5.38557349e-03 1.32713225e-02 1.02069564e-02
 2.40975283e-02 5.10082161e-03 8.64565670e-01 2.42932327e-02
 2.19911523e-02 3.49389687e-02 1.92416728e-01 8.87461975e-02
 1.11599714e-02 2.10805275e-02 1.28585119e-02 4.70682718e-02
 4.67863940e-02 3.51009071e-02 3.63271944e-02 1.03052640e-02
 1.62546504e-02 2.33726520e-02 1.02907442e-01 3.52273248e-02
 1.46584168e-01 4.60398681e-02 6.30257800e-02 8.41909721e-02
 7.42786741e+00 2.34386235e-01 3.57511818e-01 4.34945077e-02
 1.16015244e-02 4.65663150e-02 5.00832871e-02 1.24315470e-02
 1.61185544e-02 2.64906529e-02 5.70309861e-03 3.55067141e-02
 5.98904312e-01 3.58322263e-01 2.26060891e+00 7.30173826e-01
 1.18221082e-01 7.28914468e-03 1.86337566e-03 3.64184310e-03
 1.89650210e-03 2.52602668e-03 3.90629284e-03 3.36973974e-03
 2.92837596e-03 2.85708602e-03 4.72069308e-02 1.37819007e-01
 4.31949735e-01 1.75263435e-02 5.27220905e-01 1.11356890e-02
 9.86345857e-03 4.63768281e-03 8.53780098e-03 3.78984585e-03
 7.43366871e-03 3.84998997e-03 3.72546492e-03 7.43602961e-03
 3.12428847e-02 1.76172368e-02 1.32102128e-02 1.45748695e-02
 4.02462855e-02 1.37655279e-02 3.04881707e-02 3.31052355e-02
 1.54871354e-02 1.10363030e+00 3.65704112e-02 1.05107054e-01
 6.32446170e-01 1.55512718e-02 2.46150102e-02 6.87735081e-02
 7.14751720e-01 1.80738624e-02 7.60496184e-02 3.34650464e-02
 1.56150414e-02 4.35687229e-03 1.93183590e-02 9.99513641e-03
 1.31650371e-02 1.59797855e-02 1.82597768e-02 1.21054305e-02
 3.12929675e-02 1.78684145e-02 9.84599628e-03 1.11681327e-01
 8.59454088e-03 8.78327712e-03 3.10234632e-02 4.00958210e-03
 4.66406904e-03 7.77784809e-02 4.23252851e-01 4.78525013e-01
 1.64553726e+00 2.93527953e-02 4.74431552e-02 2.01993465e-01
 1.80733070e-01 1.64241251e-02 2.04878505e-02 7.71081867e-03
 3.01043782e-02 3.21433973e-03 7.20902765e-03 6.24034882e+00
 1.45000517e-01 6.90613985e-02 5.53897738e-01 7.11826514e-03
 5.68820611e-02 1.19150035e-01 1.83640465e-01 3.04307103e+00
 5.01007557e-01 5.17941266e-02 3.61487307e-02 1.99868847e-02
 4.13702391e-02 2.90156864e-02 3.32646742e-02 3.75726335e-02
 2.09047217e-02 2.59214509e-02 3.79448421e-02 9.58029702e-02
 2.08538175e-01 9.91170704e-02 5.05800843e-02 1.41603827e-01
 1.32407710e-01 2.96642687e-02 5.82028925e-01 6.32491708e-02
 1.57036400e+00 1.59641162e-01 1.30874169e+00 7.43723273e-01
 2.84772217e-02 1.20634526e-01 1.50729966e+00 4.56412137e-03
 2.49218903e-02 2.43653525e-02 4.74241674e-02 1.93159003e-02
 1.89909711e-02 8.02452303e-03 2.36210693e-02 7.92954862e-03
 2.11796761e-02 1.87032986e-02 4.95977215e-02 2.00242512e-02
 1.93370320e-02 8.81590508e-03 9.50013939e-03 7.71290390e-03
 2.98359897e-02 7.22589483e-03 6.45427173e-03 2.31514335e+00
 3.04907802e-02 2.20243007e-01 2.29164109e-01 5.83700184e-03
 8.40691179e-02 8.68578926e-02 3.16221789e-02 4.06894386e-02
 5.06444834e-02 2.77758986e-01 3.20753843e-01 7.18393028e-01
 3.32324743e-01 1.38417423e-01 1.25416458e+00 7.68732965e-01
 6.70563102e-01 2.29432631e+00 1.64494794e-02 4.85704727e-02
 7.15685710e-02 1.49830070e-03 3.85469059e-03 1.25496511e+01
 5.55701926e-02 1.32655948e-01 3.17209326e-02 2.54615061e-02
 2.88119279e-02 2.51500010e-01 1.19634740e-01 5.49103133e-02
 1.71736717e-01 2.45360266e-02 4.78497565e-01 2.98350954e+00
 6.32055104e-02 1.29030785e-02 8.34220648e-03 1.01625193e-02
 6.96526049e-03 4.90650460e-02 7.20825791e-02 1.85732618e-02
 1.34933190e-02 1.31118111e-02 3.32328938e-02 9.56325457e-02
 8.56403075e-03 4.68798168e-02 1.61762852e-02 4.44598556e-01
 3.80316854e-01 6.47490323e-02 2.65771896e-01 1.36756524e-01
 7.02531815e-01 4.09096539e-01 6.44534826e-01 3.01928711e+00
 1.69268828e-02 2.10013017e-02 3.09066251e-02 2.18278673e-02
 5.50946146e-02 6.60490803e-03 7.73234339e-03 7.45199947e-03
 7.01343920e-03 1.04703438e-02 1.75336488e-02 8.20023287e-03
 2.03120038e-02 7.86008220e-03 3.07654291e-01 1.37478495e-02
 1.86734535e-02 4.50469047e-01 6.40569031e-02 6.18990511e-03
 9.87841655e-03 9.00115445e-03 2.37509934e-03 4.96855639e-02
 3.08596343e-02 1.40745956e-02 1.93009619e-02 1.07616549e-02
 1.92410350e-02 1.58249233e-02 9.38882306e-03 1.24765122e+00
 7.92021528e-02 3.30470987e-02 1.58514157e-02 1.79221649e-02
 1.81922410e-02 1.70141328e-02 2.29695681e-02 2.71883849e-02
 3.02680358e-02 1.59334876e-02 4.56622653e-02 1.21137664e-01
 7.13953674e-02 1.16359547e-01 6.78346977e-02 8.97049010e-02
 3.04689288e-01 7.90532455e-02 1.11385465e-01 4.69053417e-01
 7.61241972e-01 4.32576239e-01 1.28090656e+00 9.10820544e-01
 2.29375754e-02 3.02591752e-02 3.93526722e-03 3.01169120e-02
 1.61661077e-02 7.02271760e-02 1.36838496e-01 3.48155200e-02
 2.35223882e-02 1.41375875e+00 1.91742286e-01 2.35994205e-01
 1.25776872e-01 5.45904115e-02 3.44096273e-02 1.74933016e-01
 4.24561024e+00 1.07793994e-02 1.31326094e-01 2.17364356e-02
 8.49913210e-02 3.50157097e-02 1.14666196e-02 6.37498274e-02
 1.01757534e-01 1.21813774e+00 7.61923313e-01 2.84577701e-02
 2.15524361e-01 3.44918966e-02 1.49270642e+00 3.10685426e-01
 2.21272901e-01 4.48240899e-03 2.87817372e-03 1.63012615e-03
 4.04138025e-03 1.12832170e-02 6.72500813e-03 8.94649792e-03
 1.18057458e-02 2.79623270e-03 1.39756314e-02 5.21046594e-02
 5.94277143e-01 9.64686394e-01 1.14139879e+00 2.41858974e-01
 8.00489113e-02 8.77893716e-02 3.04099917e-02 4.11576852e-02
 7.48604536e-02 1.10396437e-01 2.27680936e-01 1.60248712e-01
 6.30438281e-03 8.76142457e-03 4.23992332e-03 1.77466664e-02
 1.34596154e-01 2.33235545e-02 2.67917737e-02 1.75897889e-02
 4.70591426e-01 3.84553149e-02 2.33980659e-02 3.01012713e-02
 9.10898969e-02 7.94041976e-02 6.48496091e-01 1.38976336e+00
 9.22484882e-03 2.16973603e-01 7.02349469e-02 3.80318076e-03
 2.76095793e-03 2.28744256e-03 5.39581943e-03 2.97021531e-02
 1.43079879e-02 8.68794322e-03 3.00897751e-02 3.12373345e-03
 3.60771753e-02 4.18795608e-02 7.45733738e+00 8.25404286e-01
 7.14643858e-03 9.02011573e-01 1.63556725e-01 9.27898735e-02
 8.80386494e-03 2.32504934e-01 8.13687742e-01 9.41112697e-01
 7.84587190e-02 2.98739076e-02]

gabaergic_amacrine_cells.ac_tau_rise before=[2.3777369e-01 1.1314115e-01 2.3808954e-02 4.4056013e-01 8.9217827e-02
 2.0539047e-02 7.7711716e-02 5.2676547e-02 7.1364850e-01 4.6897929e-02
 1.2114093e-01 1.4109994e+00 3.7404859e-01 1.5937033e-01 3.6110036e-02
 1.0891673e-01 4.5142174e-01 5.7554156e-01 2.5908610e-01 6.3794710e-02
 8.8381678e-01 2.4359329e-02 3.4426677e-01 1.6064240e-01 6.8691140e-01
 3.0356866e-01 1.9048443e-01 7.4419534e-01 3.5613593e-01 4.2160179e-02
 7.0476246e-01 3.1658506e-01 3.9596260e-02 3.9669600e-01 1.3954508e-03]
after=[0.26147032 0.11258833 0.02972976 1.7415067  0.08625241 0.01018823
 0.09114815 0.03817828 0.06299564 0.03038367 0.14589113 0.7866749
 0.53675145 0.17515527 0.02272337 0.01905623 0.22061333 1.0420595
 2.1158838  0.13267942 0.46335846 0.01811266 0.20832811 0.24852309
 1.8711437  1.4100127  0.12972538 1.550185   0.3951452  0.05259227
 0.6437408  0.46355724 0.02401657 0.6522915  0.00212376]

gabaergic_amacrine_cells.ac_tau_decay before=[0.1683072  0.02764605 0.01269884 0.5192506  0.46579105 0.01997838
 0.01675199 0.04469988 0.6275079  0.01345527 0.05637028 0.7473472
 0.21469504 0.07637647 0.0251284  0.1387712  0.42108786 0.45511356
 0.09762357 0.09235001 0.51059353 0.00453872 0.10085694 0.14953464
 0.49055752 0.16390345 0.18007666 0.56010526 0.30621466 0.01304697
 0.35105222 0.22858806 0.046539   0.35715    0.01983484]
after=[0.19083007 0.02729303 0.01397674 2.0363212  0.48783094 0.02402189
 0.01967701 0.03036273 0.05971603 0.00921613 0.06134436 0.3206622
 0.25242496 0.09080526 0.01660774 0.15623106 0.20417374 0.8218169
 0.78745884 0.13108617 0.2689233  0.0034251  0.06316753 0.22570279
 1.3892502  0.5800267  0.12602344 1.1700857  0.20838848 0.01558163
 0.31191617 0.2989977  0.02718565 0.21094945 0.02099856]

gabaergic_amacrine_cells.ac_sigmoid_slope before=[ 6.1965184   0.67030555  1.5444634   0.13827574  3.638012    2.9311142
  1.1251616   0.35480016  0.17889498 20.99051    32.193623    0.24012986
  3.976658    0.5486757  52.29427    12.564249   85.91174     6.477779
  1.338378   18.277546    5.603966    1.5928913   0.32358068  8.090954
  4.7182026   0.68104315  0.49790838 12.851543    3.4247053   4.368775
  8.967072    2.8453603   0.31067026  0.23685206  8.217455  ]
after=[ 6.550899    3.2933178  20.921516    0.30335528  8.034563    1.1010042
  1.2314342   0.34250143  0.08242761 26.67842    18.322607    0.30375606
  9.398825    0.17196895 32.777107   10.918414   67.91079     9.011447
  0.89724916 24.438963    9.952924    1.4563376   0.7888591  20.159328
  4.985454    6.1347713   0.71247655 50.781673    4.8030224   5.737014
 16.205814    5.0252237   0.28191102  0.73948836  9.297727  ]

gabaergic_amacrine_cells.ac_sigmoid_offset before=[1.7150704  0.24112254 0.8758452  0.91651267 0.13609923 1.2456267
 1.3395823  1.0283574  0.81846404 1.0293291  1.5221366  0.13201262
 2.311949   0.90180194 2.353205   2.0619824  0.9836335  0.59972245
 2.4022462  2.6162586  0.51287746 0.8240914  0.79751056 0.27253217
 1.9287077  0.5800097  0.2083043  0.6760315  0.93251216 1.7332102
 1.3188616  0.30348322 0.8825623  0.08624673 2.4856608 ]
after=[ 2.168351    1.4459788   1.4935317   0.8683818  -0.66197836  1.0191187
  1.4707737   0.911855    0.7592356   1.0757794   1.1664903   0.27210945
  2.2429936   0.7814661   2.7419152   1.7087197   1.0763421   0.62621313
  1.8946826   2.6331096  -0.2319394   1.1681981   0.33998296  0.6357478
  2.0133073   0.7978598   0.37308073  0.74813384  1.822632    1.2340095
  1.4044989   0.6363949   0.7315033   0.3870034   1.7837445 ]

